timestamp,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y
1770523777.3383944,,,,,,,,
1770523777.348586,,,,,,,,
1770523777.359151,,,,,,,,
1770523777.3693013,,,,,,,,
1770523777.3794882,,,,,,,,
1770523777.3901854,,,,,,,,
1770523777.40031,,,,,,,,
1770523777.4104443,,,,,,,,
1770523777.4206107,,,,,,,,
1770523777.4308126,,,,,,,,
1770523777.4409597,,,,,,,,
1770523777.4510894,,,,,,,,
1770523777.4612656,,,,,,,,
1770523777.4714026,,,,,,,,
1770523777.4815195,,,,,,,,
1770523777.4916728,,,,,,,,
1770523777.5018404,,,,,,,,
1770523777.5120573,,,,,,,,
1770523777.5222092,,,,,,,,
1770523777.5323877,,,,,,,,
1770523777.5425472,,,,,,,,
1770523777.5526555,,,,,,,,
1770523777.562789,,,,,,,,
1770523777.5729249,,,,,,,,
1770523777.5830598,,,,,,,,
1770523777.593222,,,,,,,,
1770523777.603362,,,,,,,,
1770523777.6135035,,,,,,,,
1770523777.6236424,,,,,,,,
1770523777.6338089,,,,,,,,
1770523777.6439543,,,,,,,,
1770523777.6542053,,,,,,,,
1770523777.6643412,,,,,,,,
1770523777.6744876,,,,,,,,
1770523777.6846254,,,,,,,,
1770523777.694785,,,,,,,,
1770523777.7052686,,,,,,,,
1770523777.7154088,,,,,,,,
1770523777.7255557,,,,,,,,
1770523777.7357914,,,,,,,,
1770523777.7461054,,,,,,,,
1770523777.7562535,,,,,,,,
1770523777.766404,,,,,,,,
1770523777.776549,,,,,,,,
1770523777.7866929,,,,,,,,
1770523777.7968295,,,,,,,,
1770523777.8070269,,,,,,,,
1770523777.817236,,,,,,,,
1770523777.8273735,,,,,,,,
1770523777.8375235,,,,,,,,
1770523777.847808,,,,,,,,
1770523777.8579435,,,,,,,,
1770523777.868099,,,,,,,,
1770523777.8782394,,,,,,,,
1770523777.889115,,,,,,,,
1770523777.899282,,,,,,,,
1770523777.9094503,,,,,,,,
1770523777.9196882,,,,,,,,
1770523777.9298563,,,,,,,,
1770523777.9400811,,,,,,,,
1770523777.9502318,,,,,,,,
1770523777.9603832,,,,,,,,
1770523777.9706585,,,,,,,,
1770523777.98112,,,,,,,,
1770523777.991272,,,,,,,,
1770523778.0014539,,,,,,,,
1770523778.0116172,,,,,,,,
1770523778.0217552,,,,,,,,
1770523778.031898,,,,,,,,
1770523778.0421069,,,,,,,,
1770523778.052259,,,,,,,,
1770523778.062407,,,,,,,,
1770523778.0725565,,,,,,,,
1770523778.082696,,,,,,,,
1770523778.0928307,,,,,,,,
1770523778.1029456,,,,,,,,
1770523778.1130655,,,,,,,,
1770523778.1231828,,,,,,,,
1770523778.1333196,,,,,,,,
1770523778.1434467,,,,,,,,
1770523778.153571,,,,,,,,
1770523778.1661417,,,,,,,,
1770523778.176263,,,,,,,,
1770523778.186406,,,,,,,,
1770523778.1965404,,,,,,,,
1770523778.2066772,,,,,,,,
1770523778.2168097,,,,,,,,
1770523778.2274153,,,,,,,,
1770523778.23766,,,,,,,,
1770523778.2481174,,,,,,,,
1770523778.2582471,,,,,,,,
1770523778.2689855,,,,,,,,
1770523778.2791693,,,,,,,,
1770523778.2893102,,,,,,,,
1770523778.2994602,,,,,,,,
1770523778.3096116,,,,,,,,
1770523778.3197708,,,,,,,,
1770523778.3307455,,,,,,,,
1770523778.3409064,,,,,,,,
1770523778.351082,,,,,,,,
1770523778.3612354,,,,,,,,
1770523778.3713632,,,,,,,,
1770523778.381496,,,,,,,,
1770523778.3917065,,,,,,,,
1770523778.4018419,,,,,,,,
1770523778.4120355,561,310,,,,,,
1770523778.422231,312,740,,,,,,
1770523778.4324052,,,,,,,,
1770523778.4425347,,,,,,,,
1770523778.4527018,,,,,,,,
1770523778.4628422,,,,,,,,
1770523778.472983,,,,,,,,
1770523778.4830906,,,,,,,,
1770523778.4932334,,,,,,,,
1770523778.503371,,,,,,,,
1770523778.5143833,,,,,,,,
1770523778.5245445,,,,,,,,
1770523778.5346715,,,,,,,,
1770523778.5448246,,,,,,,,
1770523778.5549805,,,,,,,,
1770523778.565088,,,,,,,,
1770523778.5752115,,,,,,,,
1770523778.5853443,,,,,,,,
1770523778.595459,,,,,,,,
1770523778.6055892,,,,,,,,
1770523778.6157007,,,,,,,,
1770523778.6258302,,,,,,,,
1770523778.635964,,,,,,,,
1770523778.6461246,,,,,,,,
1770523778.6562417,,,,,,,,
1770523778.6664631,,,,,,,,
1770523778.6766024,,,,,,,,
1770523778.6867487,,,,,,,,
1770523778.6972384,,,,,,,,
1770523778.7073767,,,,,,,,
1770523778.7175343,,,,,,,,
1770523778.727706,,,,,,,,
1770523778.7378883,,,,,,,,
1770523778.748026,,,,,,,,
1770523778.7582002,,,,,,,,
1770523778.768357,,,,,,,,
1770523778.7785008,,,,,,,,
1770523778.7886,,,,,,,,
1770523778.7987502,,,,,,,,
